n04376876,n04154565,n02690373,n04483307,n03633091
n02100735,n02109047,n02111277,n02110341,n02093428
n03000134,n02963159,n04254777,n03544143,n02869837
n02486261,n02483708,n02487347,n02484975,n02481823
n01494475,n01737021,n01698640,n02536864,n03873416
n03459775,n02814533,n03930630,n03770679,n04285008
n04081281,n03529860,n03661043,n03452741,n03032252
n03530642,n04356056,n02086646,n03884397,n02086910
n07747607,n07749582,n07716906,n07717556,n07717410
n01641577,n01644900,n01644373,n03838899,n03773504
n03929855,n04141076,n03763968,n02804610,n04336792
n04550184,n04239074,n03742115,n02870880,n04070727
n04467665,n03776460,n09332890,n04065272,n04044716
n03930313,n03733281,n04604644,n03891251,n04040759
n04039381,n04579432,n03109150,n02951585,n03706229
n03141823,n04597913,n04270147,n04350905,n04023962
n04487394,n03110669,n03249569,n04536866,n04311174
n01775062,n01774384,n01770081,n01773549,n01776313
n09193705,n04228054,n02113799,n09246464,n04252077
n02403003,n02410509,n02408429,n02437312,n02395406
n04596742,n02939185,n04263257,n07590611,n03920288
n02795169,n03047690,n03590841,n04591713,n04120489
n03496892,n04428191,n03967562,n04465501,n03384352
n03788365,n02793495,n02795169,n04423845,n04613696
n02102177,n02098286,n02328150,n02095314,n02398521
n03814906,n03000247,n02999410,n01734418,n01751748
n03443371,n02823750,n03062245,n03544143,n03297495
n02106550,n02089078,n02107574,n02108000,n02101006
n02128385,n02128925,n02130308,n02128757,n02124075
n02342885,n02112018,n02123394,n02123159,n02123045
n03769881,n02814533,n03770679,n03594945,n02930766
n02099429,n02102973,n02113799,n02099267,n02105056
n01667778,n01644373,n01644900,n01667114,n01641577
n12057211,n01440764,n03775071,n03775546,n03776460
n03786901,n04141975,n07930864,n02939185,n04476259
n02229544,n02226429,n02169497,n02177972,n02259212
n03781244,n03877845,n02825657,n03028079,n03388043
n02509815,n01440764,n03775071,n03775546,n03776460
n03825788,n02808304,n02808440,n04493381,n02869837
n02132136,n02119022,n02120079,n02114367,n02114855
n03447721,n03017168,n03249569,n04192698,n03259280
n02840245,n03109150,n03666591,n04041544,n03908714
n03743016,n09246464,n09399592,n02437312,n01440764
n04118776,n03777754,n04376876,n02978881,n03895866
n03724870,n04229816,n04356056,n04355933,n03676483
n02190166,n02219486,n02206856,n02268853,n01775062
n02834397,n03793489,n03584829,n03188531,n03424325
n04606251,n03947888,n03095699,n03874293,n03126707
n04146614,n02930766,n03127747,n06874185,n04037443
n04367480,n03017168,n04040759,n03255030,n02906734
n07754684,n13054560,n01917289,n12267677,n04399382
n02119789,n02119022,n02120505,n02115913,n02115641
n02454379,n01440764,n03775071,n03775546,n03776460
n02786058,n02883205,n04317175,n03692522,n03494278
n04310018,n03393912,n03895866,n02704792,n04389033
n04136333,n04208210,n02807133,n02749479,n03498962
n04033995,n03125729,n03131574,n03627232,n02113624
n04009552,n03255030,n03777754,n04023962,n03680355
n03961711,n03131574,n04005630,n04604644,n03271574
n02120505,n02127052,n02119789,n02114855,n02119022
n03838899,n03110669,n03272010,n03109150,n04141076
n03494278,n03657121,n03325584,n04579432,n03825788
n02086079,n02085936,n02086240,n02112018,n02085782
n01795545,n02002724,n02002556,n01616318,n01582220
n02687172,n04153751,n03126707,n01773549,n04552348
n02701002,n03977966,n03769881,n03770679,n03930630
n02793495,n04005630,n04562935,n03837869,n03032252
n02823750,n07892512,n09229709,n03400231,n07584110
n03042490,n09468604,n01737021,n09246464,n01695060
n04590129,n02870880,n03018349,n04239074,n04344873
n01855032,n02037110,n02028035,n02025239,n02002724
n04116512,n04070727,n03482405,n03223299,n04591713
n03372029,n04536866,n02992211,n02804610,n03535780
n04346328,n03220513,n03877845,n04523525,n03017168
n15075141,n02099849,n03404251,n03887697,n02111500
n02119789,n02113023,n02119022,n02085620,n02114712
n03047690,n02077923,n02092339,n03786901,n01498041
n02027492,n02033041,n01855032,n01855672,n02018207
n03208938,n02950826,n03000134,n01774384,n04258138
n03124043,n04120489,n01440764,n03775546,n03776460
n04604644,n03891251,n04326547,n03899768,n03000134
n03250847,n03481172,n04277352,n03372029,n07615774
n01817953,n01806567,n01855672,n01796340,n03000247
n04136333,n09229709,n03770439,n03372029,n03110669
n01797886,n03124043,n01669191,n01689811,n01532829
n02484975,n02268443,n01592084,n02174001,n01728920
n03770439,n04136333,n04371430,n02730930,n04507155
n02389026,n02087394,n02100877,n01440764,n03777568
n04125021,n03347037,n03902125,n03857828,n04111531
n03452741,n03721384,n04311174,n03770439,n02992211
n03461385,n03089624,n01981276,n02776631,n04596742
n02091244,n02091032,n02110806,n02085620,n02087046
n02444819,n02363005,n01806143,n02127052,n02326432
n02391049,n02129604,n01440764,n03776460,n03777568
n07716358,n07718472,n07717410,n01693334,n01729977
n03404251,n03980874,n03045698,n04208210,n02487347
n04476259,n03920288,n03942813,n04074963,n03063599
n04462240,n03388043,n04311174,n02966193,n03535780
n01817953,n03124043,n03527444,n02747177,n03874599
n06359193,n07565083,n03291819,n02977058,n04152593
n01685808,n01689811,n01728572,n01740131,n01739381
n02509815,n02447366,n02119022,n02441942,n01877812
n02791270,n03763968,n09835506,n02791124,n04023962
n04149813,n04366367,n04275548,n04589890,n03956157
n03950228,n04560804,n03063689,n04398044,n03786901
n01990800,n01955084,n01632458,n01734418,n02167151
n02422699,n02422106,n02417914,n02325366,n02117135
n02129604,n02123159,n03724870,n02128925,n02123045
n01677366,n09246464,n09468604,n03743016,n01698640
n01773797,n01773157,n04275548,n01773549,n02168699
n03933933,n03216828,n04090263,n02749479,n02859443
n03876231,n03970156,n04136333,n03124043,n04090263
n04462240,n07873807,n04235860,n10148035,n03877472
n04548280,n04372370,n03018349,n04239074,n02699494
n03929855,n04192698,n02895154,n03763968,n03146219
n03777754,n02808440,n03584829,n03041632,n04493381
n06794110,n03843555,n02786058,n04357314,n03690938
n03627232,n03481172,n03498962,n04597913,n13040303
n03791053,n03785016,n04552348,n03773504,n04008634
n03782006,n03180011,n04152593,n03642806,n04004767
n04153751,n01677366,n02799071,n03372029,n04515003
n03777754,n03908714,n04442312,n03843555,n03976467
n02497673,n02500267,n01877812,n02091032,n02091467
n01753488,n01755581,n01756291,n01729322,n01740131
n02951585,n03297495,n04548280,n03995372,n02708093
n02268443,n02268853,n02169497,n01440764,n03777568
n02130308,n01734418,n01675722,n03530642,n01742172
n07693725,n07717556,n07716906,n07697313,n07860988
n03630383,n03832673,n04317175,n04141975,n02883205
n02980441,n03028079,n03781244,n02859443,n02814860
n02094258,n02094114,n02098286,n02097658,n02096294
n07873807,n07579787,n07880968,n07583066,n07614500
n03776460,n02859443,n03930313,n04417672,n03899768
n01843383,n01829413,n02077923,n01514668,n09229709
n02840245,n04548362,n03291819,n04026417,n03908714
n02607072,n01950731,n01914609,n02321529,n01924916
n01491361,n01494475,n01484850,n01498041,n01496331
n04344873,n02840245,n03709823,n03908714,n04548362
n02165456,n09229709,n03868863,n03720891,n04116512
n02132136,n02094258,n02094114,n02096294,n01883070
n01950731,n01914609,n02655020,n02321529,n01910747
n02133161,n02132136,n02442845,n01883070,n02395406
n04070727,n03742115,n07565083,n04462240,n03131574
n03384352,n03967562,n03697007,n04428191,n03110669
n02108551,n02105056,n02111277,n02104365,n02113186
n04366367,n03933933,n01440764,n03773504,n03775071
n03891332,n02841315,n02747177,n04330267,n03063599
n01968897,n02643566,n01990800,n01910747,n03775071
n04192698,n02268443,n03127747,n02174001,n02172182
n02095314,n02095570,n02101556,n02101388,n02102318
n02088364,n02088238,n02089973,n02089867,n02102177
n01641577,n01873310,n01664065,n02526121,n04596742
n03124170,n02869837,n04259630,n04584207,n03404251
n03272562,n04310018,n03393912,n03895866,n04467665
n02817516,n03787032,n02669723,n02825657,n03763968
n01943899,n01768244,n13133613,n01990800,n12144580
n07590611,n07614500,n02927161,n04596742,n01978287
n04235860,n03958227,n04371430,n04136333,n03188531
n03991062,n07715103,n13052670,n04409515,n07718472
n02006656,n02007558,n02009912,n01440764,n03788365
n03908618,n04026417,n02834397,n04476259,n04442312
n02096051,n02091635,n02093991,n02095570,n02098105
n04149813,n06794110,n04311004,n03933933,n03095699
n02815834,n03733805,n03775546,n03776460,n03777568
n04552348,n04592741,n02860847,n02692877,n03773504
n07716906,n07749582,n07717410,n07716358,n07753592
n02108915,n02096585,n02113978,n02481823,n02437616
n03980874,n04325704,n03014705,n03146219,n02963159
n03692522,n07892512,n03657121,n03676483,n04357314
n04204347,n04270147,n03476991,n04367480,n03642806
n01695060,n02066245,n02077923,n02526121,n03743016
n03873416,n03447447,n04067472,n02951358,n02051845
n02457408,n02493793,n02492660,n02489166,n02494079
n04152593,n03782006,n04404412,n04592741,n03642806
n04523525,n03903868,n04040759,n03781244,n04005630
n04136333,n02837789,n04357314,n07615774,n03710721
n03127925,n02979186,n02978881,n04392985,n02776631
n09835506,n04540053,n02807133,n03710721,n02787622
n01768244,n07880968,n07860988,n07875152,n01943899
n03888257,n02782093,n03775546,n03776460,n03777568
n04350905,n03404251,n03877472,n04023962,n03141823
n02007558,n02006656,n02012849,n03788365,n03788195
n01641577,n01644900,n01644373,n01693334,n02655020
n03983396,n04557648,n04458633,n03032252,n02823428
n03777568,n03785016,n04009552,n02950826,n04428191
n03188531,n03786901,n03825788,n07860988,n03690938
n02793495,n04458633,n03028079,n03345487,n03776460
n02009912,n02009229,n02006656,n02058221,n02012849
n03871628,n03876231,n04606251,n03127925,n02978881
n04540053,n02802426,n04509417,n03623198,n03535780
n04067472,n02841315,n03873416,n03976657,n04251144
n02112350,n02086079,n02364673,n02112018,n02098413
n03697007,n03160309,n03899768,n03776460,n02859443
n02791124,n02791270,n04311174,n03249569,n02870880
n07753113,n07717410,n07718747,n07720875,n07760859
n03297495,n04442312,n03976467,n03908714,n04179913
n02098105,n02105251,n02094114,n02096177,n02093991
n04296562,n04418357,n04286575,n03388043,n04456115
n03729826,n03929660,n03109150,n03532672,n02009912
n02104029,n02111500,n02111889,n02085936,n02098286
n02102973,n01855032,n02442845,n02099429,n02018207
n03000247,n03223299,n03207743,n04332243,n03530642
n01871265,n02088466,n02504013,n02504458,n02099712
n03759954,n02883205,n03868863,n03494278,n03995372
n03903868,n01943899,n04355338,n01667778,n01986214
n02226429,n02229544,n02236044,n02264363,n02259212
n02093428,n02091032,n02092339,n02087046,n02108915
n02802426,n04540053,n03942813,n04254680,n03888605
n03742115,n04125021,n04550184,n03018349,n04239074
n13044778,n01440764,n03775071,n03775546,n03776460
n03014705,n03223299,n03494278,n04548362,n03908618
n04116512,n03188531,n03476684,n07614500,n02948072
n03109150,n04355933,n04356056,n03680355,n03476684
n13052670,n13037406,n12985857,n13044778,n13040303
n03218198,n02091244,n09421951,n02087394,n03873416
n04125021,n03425413,n04111531,n03384352,n03467068
n04201297,n03388549,n04550184,n04239074,n04590129
n04336792,n03785016,n03141823,n02966687,n02835271
n03196217,n03710193,n04372370,n03902125,n03995372
n03908618,n03871628,n02840245,n02786058,n04548362
n02094433,n02097658,n02094114,n02094258,n02096294
n02107574,n02107908,n02107683,n02108000,n02113186
n02105162,n02107312,n02113186,n02123597,n02085620
n04346328,n09288635,n09246464,n02980441,n03743016
n03291819,n02840245,n07248320,n02971356,n04548362
n07697313,n07693725,n07695742,n07875152,n01986214
n02102177,n02101388,n02086646,n02102040,n03777568
n04613696,n03792972,n04371774,n03891251,n09332890
n02095889,n02100735,n02098105,n02100236,n01644900
n02979186,n04392985,n04041544,n02988304,n03494278
n09472597,n09193705,n09332890,n09288635,n02793495
n01910747,n03476684,n03255030,n03929660,n04116512
n02692877,n04008634,n03250847,n03773504,n04286575
n01685808,n01689811,n01740131,n01753488,n01729322
n03355925,n03976657,n04562935,n04044716,n04592741
n03494278,n03759954,n04141076,n02992211,n04296562
n02730930,n03026506,n02840245,n02971356,n03871628
n04228054,n04208210,n04552348,n03770439,n04008634
n04146614,n03777568,n04465501,n03496892,n04252225
n03100240,n03670208,n02814533,n03459775,n03930630
n02018795,n02011460,n01518878,n02012849,n01440764
n01873310,n01985128,n02167151,n02229544,n02363005
n03485794,n04033901,n07932039,n07711569,n07613480
n02086910,n02085782,n02106030,n02100735,n02106166
n04355338,n03891332,n02892201,n03903868,n04149813
n02093991,n02094114,n02095570,n02096294,n02094258
n02840245,n03691459,n03337140,n04442312,n04553703
n02107908,n02107574,n02113186,n02108000,n02088364
n02066245,n01498041,n09468604,n01484850,n09399592
n04548362,n03223299,n02910353,n04026417,n03908618
n02444819,n01608432,n02092002,n02363005,n02442845
n02077923,n02640242,n01873310,n01484850,n04596742
n02137549,n02361337,n02444819,n02138441,n02442845
n04235860,n04033995,n04033901,n04344873,n03188531
n02086646,n02102177,n02101388,n02086910,n02085782
n03444034,n04482393,n03649909,n04037443,n04465501
n03384352,n02704792,n04252225,n03496892,n04336792
n02727426,n03530642,n03223299,n03000247,n03000134
n07615774,n03891251,n04371774,n04090263,n03134739
n02107574,n02108000,n02107908,n02107683,n02088364
n04208210,n03944341,n03483316,n04507155,n04270147
n02883205,n03814639,n03372029,n03325584,n03630383
n03662601,n03095699,n03673027,n03344393,n02814860
n09256479,n01917289,n02655020,n01751748,n02321529
n02894605,n03216828,n02687172,n03933933,n03095699
n03494278,n07615774,n03884397,n03188531,n03840681
n02102318,n02113712,n02099601,n02100583,n02101556
n07802026,n01616318,n10148035,n02113799,n03743016
n04467665,n04065272,n03594945,n04037443,n03417042
n02951585,n03109150,n04579432,n04127249,n04376876
n03710637,n03710721,n02837789,n04251144,n03188531
n03538406,n02817516,n01514668,n09835506,n02437616
n01855672,n02051845,n02012849,n01847000,n01860187
n03775546,n04442312,n04476259,n03916031,n04330267
n02108422,n02108089,n02109047,n02087394,n02093428
n01943899,n01496331,n01498041,n01753488,n07860988
n02655020,n01498041,n02321529,n02526121,n01950731
n03891332,n02817516,n03903868,n04507155,n04509417
n07873807,n07871810,n03633091,n07590611,n03400231
n03935335,n04447861,n04553703,n03887697,n04542943
n03372029,n03250847,n02790996,n03970156,n02676566
n04417672,n02793495,n04613696,n03042490,n04532670
n04252077,n02835271,n03888257,n10565667,n04336792
n01910747,n01494475,n01491361,n01496331,n01484850
n03950228,n04560804,n04398044,n04522168,n03063689
n02009912,n01819313,n02012849,n01855672,n02058221
n04552348,n02690373,n04592741,n03773504,n02692877
n02787622,n03249569,n03447721,n03372029,n04192698
n02137549,n01806567,n01753488,n02361337,n02138441
n02487347,n02489166,n02488291,n02493793,n02492035
n02909870,n02747177,n04049303,n02727426,n02795169
n02788148,n04435653,n03697007,n04515003,n04239074
n01742172,n01734418,n01740131,n01744401,n01689811
n02965783,n01440764,n03775071,n03775546,n03776460
n04209133,n02807133,n02786058,n02808304,n03124170
n06874185,n04335435,n04200800,n03976657,n04443257
n01797886,n01798484,n01807496,n01795545,n01796340
n01729322,n01755581,n01756291,n01740131,n01689811
n03942813,n02777292,n03535780,n04355933,n04462240
n03590841,n02100583,n04277352,n02389026,n02108089
n02134418,n02441942,n02133161,n02107574,n02107908
n03527444,n03047690,n02823428,n04131690,n04442312
n04447861,n03467068,n04040759,n04553703,n04141975
n04507155,n04275548,n04590129,n03220513,n03956157
n02229544,n02226429,n02236044,n01694178,n02264363
n03530642,n02526121,n02877765,n03729826,n04476259
n01930112,n04592741,n02965783,n02788148,n03633091
n04548362,n03709823,n04026417,n02910353,n03291819
n03445924,n04258138,n03355925,n03796401,n04507155
n02486261,n02488291,n02487347,n02493509,n03673027
n02328150,n04005630,n02111889,n02113186,n02120079
n03355925,n03888257,n02002556,n02692877,n03976657
n02096177,n02094258,n02096294,n02097658,n02097298
n02113978,n02099429,n02109047,n02097130,n02111277
n01817953,n01440764,n03775546,n03776460,n03777568
n01632458,n01629819,n01630670,n03476684,n01644900
n02823428,n03983396,n02823750,n03127747,n03690938
n03207941,n02971356,n04265275,n04554684,n04152593
n01807496,n02325366,n01797886,n02326432,n03649909
n02089973,n02091244,n02089867,n02091831,n02091134
n07714990,n07716358,n07718472,n02231487,n02236044
n03590841,n04456115,n04286575,n02823750,n03637318
n02086646,n02102177,n02086910,n02101388,n02109525
n03781244,n02825657,n03877845,n03028079,n02843684
n02437616,n02105505,n02104029,n02114548,n02111500
n03791053,n02974003,n04285008,n04037443,n03777568
n01614925,n01616318,n02051845,n01829413,n02012849
n04560804,n02815834,n03733805,n03062245,n03950228
n09288635,n09472597,n02894605,n03743016,n09428293
n03840681,n02843684,n03908714,n03935335,n03929660
n01622779,n01797886,n01807496,n01796340,n01882714
n03776460,n03445924,n04065272,n03179701,n04482393
n02037110,n02058221,n02002556,n01855672,n01847000
n03837869,n03388043,n03903868,n03956157,n03877845
n02125311,n02129165,n01877812,n02397096,n02127052
n03602883,n03255030,n02790996,n04462240,n04399382
n01698640,n01697457,n01695060,n01677366,n01665541
n02787622,n04033901,n04548280,n03249569,n03970156
n03706229,n04141975,n02794156,n04328186,n04542943
n02769748,n03709823,n03814639,n03691459,n03584829
